"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"rings:Body_Ident_Base:1               ","Class","Body_Ident_Base","1.0.0.0","rings","The Body_Ident_Base class provides multiple attributes that can be used to identify a physical object (spacecraft, planet instrument, transmitter, system barycenter, etc.). At least one must be used. ","rings","","","","","","","","","","",""
"rings:Occultation_Ring_Profile:2       rings:minimum_radial_sampling_interval:1","Attribute","minimum_radial_sampling_interval","n/a","rings","minimum_radial_sampling_interval indicates the smallest radial spacing between consecutive points in a ring profile. In practice, this may be somewhat smaller than the radial_resolution because a profile may be over-sampled. If the value of radial_sampling_interval varies, the minimum and maximum attributes are required in labels. Not intended to be used as a table field. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:maximum_radial_sampling_interval:1","Attribute","maximum_radial_sampling_interval","n/a","rings","maximum_radial_sampling_interval indicates the largest radial spacing between consecutive points in a ring profile. In practice, this may be somewhat smaller than the radial_resolution because a profile may be over-sampled. If the value of radial_sampling_interval varies, the minimum and maximum attributes are required in labels. Not intended to be used as a table field. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:reference_time_utc:1            ","Attribute","reference_time_utc","n/a","rings","reference_time_utc provides a date and time in UTC format. Given in a label when time values in a table are given as elapsed seconds offset from a reference time. Unless there are compelling reasons to do otherwise, reference_time_utc should correspond to the start of a day. Required anytime a table field is given relative to a specific date and time other than when Barycentric Dynamical Time is used (e.g., observed_event_tdb). ","rings","ASCII_Date_Time_YMD_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Ring_Profile:2       rings:minimum_observed_event_time:1   ","Attribute","minimum_observed_event_time","n/a","rings","minimum_observed_event_time gives the smallest value for observed_event_time in the associated data file. It is given in numeric seconds as an offset from the specified UTC reference time. minimum_observed_event_time is optional in labels since the data file time interval end point values are given by the required start_date_time_utc and stop_date_time_utc attributes in the Time_Coordinates class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:maximum_observed_event_time:1   ","Attribute","maximum_observed_event_time","n/a","rings","maximum_observed_event_time gives the largest value for observed_event_time in the associated data file. It is given in numeric seconds as an offset from the specified UTC reference time. maximum_observed_event_time is optional in labels since the data file time interval end point values are given by the required start_date_time_utc and stop_date_time_utc attributes in the Time_Coordinates class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:observed_event_start_time_utc:1 ","Attribute","observed_event_start_time_utc","n/a","rings","observed_event_start_time_utc indicates the UTC value for earliest time in the described data. It is part of a start/stop pair. If one of observed_event_start_time_utc and observed_event_stop_time_utc is used, both must be used. ","rings","ASCII_Date_Time_YMD_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Ring_Profile:2       rings:observed_event_stop_time_utc:1  ","Attribute","observed_event_stop_time_utc","n/a","rings","observed_event_stop_time_utc indicates the UTC value for latest time in the described data. It is part of a start/stop pair. If one of observed_event_start_time_utc and observed_event_stop_time_utc is used, both must be used. ","rings","ASCII_Date_Time_YMD_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Ring_Profile:2       rings:observed_event_start_tdb:1      ","Attribute","observed_event_start_tdb","n/a","rings","observed_event_start_tdb indicates the value for earliest time in the described data, and is given in elapsed seconds since the J2000 epoch. Optional in labels; not intended for use as a table field.","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:observed_event_stop_tdb:1       ","Attribute","observed_event_stop_tdb","n/a","rings","observed_event_stop_tdb indicates the value for latest time in the described data, and is given in elapsed seconds since the J2000 epoch. Optional in labels; not intended for use as a table field. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:spacecraft_event_start_time_utc:1","Attribute","spacecraft_event_start_time_utc","n/a","rings","spacecraft_event_start_time_utc gives the UTC time corresponding to the earliest time given by spacecraft_event_time in the data table. However, while spacecraft_event_time is given as seconds offset from a reference time, spacecraft_event_start_time_utc is given as a UTC date time. Required in the label for radio occultation data. Not used for stellar occultations. ","rings","ASCII_Date_Time_YMD_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Ring_Profile:2       rings:spacecraft_event_stop_time_utc:1","Attribute","spacecraft_event_stop_time_utc","n/a","rings","spacecraft_event_stop_time_utc gives the UTC time corresponding to the latest time given by spacecraft_event_time in the data table. However, while spacecraft_event_time is given as seconds offset from a reference time, spacecraft_event_stop_time_utc is given as a UTC date time. Required in the label for radio occultation data. Not used for stellar occultations. ","rings","ASCII_Date_Time_YMD_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Ring_Profile:2       rings:ring_event_start_time_utc:1     ","Attribute","ring_event_start_time_utc","n/a","rings","ring_event_start_time_utc gives the UTC time corresponding to the earliest time given by ring_event_time or ring_event_tdb in the data table. ring_event_start_time_utc is required for all ring occultation data. ","rings","ASCII_Date_Time_YMD_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Ring_Profile:2       rings:ring_event_stop_time_utc:1      ","Attribute","ring_event_stop_time_utc","n/a","rings","ring_event_stop_time_utc gives the UTC time corresponding to the latest time given by ring_event_time or ring_event_tdb in the data table. ring_event_stop_time_utc is required for all ring occultation data. ","rings","ASCII_Date_Time_YMD_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Ring_Profile:2       rings:ring_event_start_tdb:1          ","Attribute","ring_event_start_tdb","n/a","rings","ring_event_start_tdb indicates the value for earliest time in the described data, and is given in ring_event_tdb format. Optional in labels; not intended for use as a table field. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:ring_event_stop_tdb:1           ","Attribute","ring_event_stop_tdb","n/a","rings","ring_event_stop_tdb indicates the value for latest time in the described data, and is given in ring_event_tdb format. Optional in labels; not intended for use as a table field. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:earth_received_start_time_utc:1 ","Attribute","earth_received_start_time_utc","n/a","rings","earth_received_start_time_utc gives the UTC time corresponding to the earliest time for the data product at which telemetry or other photons were received on Earth. Optional for occultation data. ","rings","ASCII_Date_Time_YMD_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Ring_Profile:2       rings:earth_received_stop_time_utc:1  ","Attribute","earth_received_stop_time_utc","n/a","rings","earth_received_stop_time_utc gives the UTC time corresponding to the latest time for the data product at which telemetry or other photons were received on Earth. Optional for occultation data. ","rings","ASCII_Date_Time_YMD_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Ring_Profile:2       rings:minimum_ring_radius:1           ","Attribute","minimum_ring_radius","n/a","rings","minimum_ring_radius indicates the smallest ring radius value in the data table. Units are always positive. Required in label files for ring occultation data. ","rings","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:maximum_ring_radius:1           ","Attribute","maximum_ring_radius","n/a","rings","maximum_ring_radius indicates the largest ring radius value in the data table. Units are always positive. Required in label files for ring occultation data. ","rings","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:minimum_inertial_ring_longitude:1","Attribute","minimum_inertial_ring_longitude","n/a","rings","minimum_inertial_ring_longitude specifies one boundary for the ring longitude range in the data; normally the smallest value. However, for ranges that cross the prime meridian, the minimum ring longitude will have a value greater than the maximum ring longitude. Values range from 0 to 360 in units of degrees. Required in label files for ring occultation data. ","rings","ASCII_Real","1","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:maximum_inertial_ring_longitude:1","Attribute","maximum_inertial_ring_longitude","n/a","rings","maximum_inertial_ring_longitude specifies one boundary for the ring longitude range in the data; normally the largest value. However, for ranges that cross the prime meridian, the maximum ring longitude will have a value less than the minimum ring longitude. Values range from 0 to 360 in units of degrees. Required in label files for ring occultation data. ","rings","ASCII_Real","1","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:minimum_corotating_ring_longitude:1","Attribute","minimum_corotating_ring_longitude","n/a","rings","The minimum value in this product for ring longitude in the corotating frame. The corotating frame is defined so that zero corotating longitude is equal to zero inertial longitude defined at the epoch specified by epoch_reprojection_basis_utc. Thus, zero corotating longitude in the corotating frame at time t corresponds to an inertial longitude of (t-epoch)*corotation_rate. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:maximum_corotating_ring_longitude:1","Attribute","maximum_corotating_ring_longitude","n/a","rings","The maximum value in this product for ring longitude in the corotating frame. The corotating frame is defined so that zero corotating longitude is equal to zero inertial longitude defined at the epoch specified by epoch_reprojection_basis_utc. Thus, zero corotating longitude in the corotating frame at time t corresponds to an inertial longitude of (t-epoch)*corotation_rate. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:minimum_observed_ring_azimuth:1 ","Attribute","minimum_observed_ring_azimuth","n/a","rings","minimum_observed_ring_azimuth specifies the smallest value for observed_ring_azimuth in the data file. Values range from 0 to 360 in units of degrees. Required in label files for ring occultation data. ","rings","ASCII_Real","1","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:maximum_observed_ring_azimuth:1 ","Attribute","maximum_observed_ring_azimuth","n/a","rings","maximum_observed_ring_azimuth specifies the largest value for observed_ring_azimuth in the data file. Values range from 0 to 360 in units of degrees. Required in label files for ring occultation data. ","rings","ASCII_Real","1","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:sub_stellar_ring_azimuth:1      ","Attribute","sub_stellar_ring_azimuth","n/a","rings","sub_stellar_ring_azimuth is an angle measured at a point in the ring plane, starting from the direction of a photon arriving from a star, and ending at the direction of a local radial vector. This angle is projected into the ring plane and measured in the prograde direction. Values range from 0 to 360 in units of degrees. For stellar occultation data, this angle is equal to (observed_ring_azimuth + 180) mod 360. It is available only for backward compatibility with previously published Cassini UVIS occultation data analysis; observed_ring_azimuth is the preferred quantity for archiving. sub_stellar_ring_azimuth is an optional data table field for Cassini UVIS occultation data; not recommended for other occultation data. In a label, the min and max variation attributes are optional for Cassini UVIS occultation data; not recommended for other occultation data. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:sub_stellar_clock_angle:1       ","Attribute","sub_stellar_clock_angle","n/a","rings","sub_stellar_clock_angle is an angle measured at a point in the ring plane, from the direction toward a star to the local radial direction. This angle is projected into the ring plane and measured in the clockwise (retrograde) direction. Equivalently, this is the prograde angle from the local radial direction to the direction toward the star. For stellar occultation data, this angle is equal to (180 - OBSERVED_RING_AZIMUTH) mod 360. It is available only for backward compatibility with previously published Cassini VIMS occultation data analysis; observed_ring_azimuth is the preferred quantity for archiving. sub_stellar_clock_angle is an optional data table field for Cassini VIMS occultation data; not recommended for other occultation data. In a label, the min and max variation attributes are optional for Cassini VIMS occultation data; not recommended for other occultation data. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:observed_ring_elevation:1       ","Attribute","observed_ring_elevation","n/a","rings","observed_ring_elevation is an angle measured at a point in the ring plane, starting from the ring plane to the direction of a photon heading to the observer. This angle is positive on the side of the ring plane defined by positive angular momentum, and negative on the opposite side. Values range from -90 to +90 in units of degrees. This angle is constant for stellar occultations, but may vary significantly during radio occultations. Note: The direction of positive angular momentum points toward the IAU-defined north side of the ring plane for Jupiter, Saturn and Neptune, but IAU-defined south side of the ring plane for Uranus. Required in the label if the value is constant for the observation. If the angle varies for the observation, the min and max attributes are required in the label, and observed_ring_elevation is strongly recommended as a field in the data table. The above definition of observed_ring_elevation is equivalent to the most common usage of the term 'ring open angle', B. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:minimum_observed_ring_elevation:1","Attribute","minimum_observed_ring_elevation","n/a","rings","minimum_observed_ring_elevation specifies the smallest value for observed_ring_elevation in the data file. Only used if the value is not constant over the observation. Values range from -90 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:maximum_observed_ring_elevation:1","Attribute","maximum_observed_ring_elevation","n/a","rings","maximum_observed_ring_elevation specifies the largest value for observed_ring_elevation in the data file. Only used if the value is not constant over the observation. Values range from -90 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:light_source_incidence_angle:1  ","Attribute","light_source_incidence_angle","n/a","rings","light_source_incidence_angle is an angle measured from the local surface normal vector to the direction of a photon arriving from the light source. For rings, the normal vector is that on the same side of the rings as the light source, so values always range between 0 and 90 in units of degrees. For ring occultations, this value is always equal to 90 - | observed_ring_elevation | This will enable users to perform database searches based on the effective ring opening angle when they are not concerned about the distinction between northside and southside viewpoints. We have included the 'light source' prefix to the term so that this quantity is not confused with 'incidence angle', a term that is generally associated with sunlight rather than stars or radio transmitters. Required in the label if the value is constant for the observation. If the angle varies for the observation, the min and max attributes are required in the label. Optional as a field in the data table. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:minimum_light_source_incidence_angle:1","Attribute","minimum_light_source_incidence_angle","n/a","rings","minimum_light_source_incidence_angle specifies the smallest value for light_source_incidence_angle in the observation. Only used if the value is not constant over the observation. Values range from 0 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","0","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:maximum_light_source_incidence_angle:1","Attribute","maximum_light_source_incidence_angle","n/a","rings","maximum_light_source_incidence_angle specifies the largest value for light_source_incidence_angle in the observation. Only used if the value is not constant over the observation. Values range from 0 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","0","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:lowest_detectable_opacity:1     ","Attribute","lowest_detectable_opacity","n/a","rings","lowest_detectable_opacity indicates the sensitivity of a ring occultation data set to nearly opaque rings. It specifies the rough value for the smallest normal ring opacity that can be detected in the data at the resolution provided, incorporating both statistical effects and calibration uncertainties. -1.0 indicates the signal was too poor to allow the calculation of the value. Strongly recommended in labels of ring occultation observations. Not intended as a value for a table field. ","rings","ASCII_Real","0","1","-1","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:highest_detectable_opacity:1    ","Attribute","highest_detectable_opacity","n/a","rings","highest_detectable_opacity indicates the sensitivity of a ring occultation data set to nearly opaque rings. It specifies the rough value for the largest normal ring opacity that can be detected in the data at the resolution provided, incorporating both statistical effects and calibration uncertainties. -1.0 indicates the signal was too poor to allow the calculation of the value. Strongly recommended in labels of ring occultation observations. Not intended as a value for a table field. ","rings","ASCII_Real","0","1","-1","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:along_track_timing_offset:1     ","Attribute","along_track_timing_offset","n/a","rings","along_track_timing_offset is a timing offset to the along track spacecraft position. It is the value that minimizes differences in radii of matching circular ring features observed on the ingress and egress sides of the occultation track. Optional in labels for radio occultation. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:1       ","Class","Occultation_Time_Series","1.0.0.0","rings","This class supports occultation data organized as a time series.","rings","","","","","","","","","","",""
"rings:Occultation_Time_Series:2        pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","TBD_steward","ASCII_Local_Identifier","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Occultation_Time_Series:2        rings:orbit_number:1                  ","Attribute","orbit_number","n/a","rings","orbit_number if present is the value assigned by the mission for the orbit number associated with the observation. Optional in labels of occultation observations and may be used multiple times. ","rings","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Time_Series:2        rings:sclk_start_time:1               ","Attribute","sclk_start_time","n/a","rings","sclk_start_time is the value of the spacecraft clock corresponding to the start_date_time given in the label. ","rings","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Time_Series:2        rings:sclk_stop_time:1                ","Attribute","sclk_stop_time","n/a","rings","sclk_stop_time is the value of the spacecraft clock corresponding to the stop_date_time given in the label. ","rings","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Time_Series:2        rings:occultation_type:1              ","Attribute","occultation_type","n/a","rings","occultation_type distinguishes between three types of occultation experiments: Stellar, Solar, or Radio. Stellar occultations involve observing a star as a targeted ring or body passes in front, as seen from either a spacecraft or Earth-based observatory. Solar occultations are similar to stellar occultations except that the Sun is used in place of a star. Radio occultations typically involve observing the continuous-wave radio transmissions from a spacecraft as it passes behind the target as seen from a radio telescope on Earth or another spacecraft. Required in labels of occultation observations. Normally not intended as a value for a table field. ","rings","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Time_Series:2        rings:occultation_type:2               Value:Radio","Value","Radio","","","Radio waves were transmitted through the target."
"rings:Occultation_Time_Series:2        rings:occultation_type:2               Value:Solar","Value","Solar","","","The target occulted the sun."
"rings:Occultation_Time_Series:2        rings:occultation_type:2               Value:Stellar","Value","Stellar","","","The target occulted a star."
"rings:Occultation_Time_Series:2        rings:occultation_direction:1         ","Attribute","occultation_direction","n/a","rings","occultation_direction indicates the direction of an occultation track. This refers to the observed occultation track overall, not to the subset that might appear in a particular file (e.g., if an occultation includes both ingress and egress tracks, the value for occultation_direction will be both in the data products for each occultation profile. Permitted values are 'ingress', 'egress', 'both', and 'multiple'. The value 'multiple' is used where the occultation track is not monotonic over relatively short time scales. Generally only used for some Hubble-based occultations. May be appropriate for extremely long duration occultations of a high proper motion star (e.g., u36). Required in labels of ring occultation observations. Not intended as a value for a table field. ","rings","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Time_Series:2        rings:occultation_direction:2          Value:Both","Value","Both","","","The projected distance to the target body center along a portion of the occultation track decreases with time, and along a different portion increases with time."
"rings:Occultation_Time_Series:2        rings:occultation_direction:2          Value:Egress","Value","Egress","","","The projected distance to the target body center increases with time."
"rings:Occultation_Time_Series:2        rings:occultation_direction:2          Value:Ingress","Value","Ingress","","","The projected distance to the target body center decreases with time."
"rings:Occultation_Time_Series:2        rings:occultation_direction:2          Value:multiple","Value","multiple","","","The occultation track is not monotonic over relatively short time scales. Generally only used for some Hubble-based occultations. May be appropriate for extremely long duration occultations of a high proper motion star (e.g., u36)."
"rings:Occultation_Time_Series:2        rings:time_series_direction:1         ","Attribute","time_series_direction","n/a","rings","time_series_direction indicates the direction the occultation proceeds through the target within a particular data product. Possible values are 'Ingress', 'Egress', 'Both' or 'Multiple'. The value 'Multiple' is used where the occultation track is not monotonic over relatively short time scales. Generally only used for some Hubble-based occultations. May be appropriate for extremely long duration occultations of a high proper motion star (e.g., u36). Not intended as a value for a table field. ","rings","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Time_Series:2        rings:time_series_direction:2          Value:Both","Value","Both","","","The time series includes both ingress and egress values."
"rings:Occultation_Time_Series:2        rings:time_series_direction:2          Value:Egress","Value","Egress","","","Ring radius or atmospheric height along the occultation track increases with time."
"rings:Occultation_Time_Series:2        rings:time_series_direction:2          Value:Ingress","Value","Ingress","","","Ring radius or atmospheric height along the occultation track decreases with time."
"rings:Occultation_Time_Series:2        rings:time_series_direction:2          Value:Multiple","Value","Multiple","","","The occultation track is not monotonic over relatively short time scales. Generally only used for some Hubble-based occultations. May be appropriate for extremely long duration occultations of a high proper motion star (e.g., u36)."
"rings:Occultation_Time_Series:2        rings:planetary_occultation_flag:1    ","Attribute","planetary_occultation_flag","n/a","rings","The planetary_occultation_flag is a yes-or-no flag that indicates whether a occultation track also intersects the planet. Required in labels of ring occultation observations. Normally not intended as a value for a table field. ","rings","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","1","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Time_Series:2        rings:planetary_occultation_flag:2     Value:N","Value","N","","","The occultation track does not intersect the planet."
"rings:Occultation_Time_Series:2        rings:planetary_occultation_flag:2     Value:Y","Value","Y","","","Some portion of the occultation track also intersects the planet."
"rings:Occultation_Time_Series:2        rings:data_quality_score:1            ","Attribute","data_quality_score","n/a","rings","data_quality_score indicates the overall quality of the data, based on a subjective evaluation by the data provider. Required in labels of ring occultation radial profiles. Normally not intended as a value for a table field. ","rings","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Time_Series:2        rings:data_quality_score:2             Value:Fair","Value","Fair","","","Some portions of the data have issues which may be identified in the Note Flag column of the data file or other documentation. Overall the data may be suitable for quantitative measures, but extra care should be used."
"rings:Occultation_Time_Series:2        rings:data_quality_score:2             Value:Good","Value","Good","","","The data is uniformly good and is suitable for quantitative measurements."
"rings:Occultation_Time_Series:2        rings:data_quality_score:2             Value:Poor","Value","Poor","","","The data are sufficiently compromised that they are not suitable for quantitative measurements (although they may be satisfactory for determining the locations of sharp features such as gap edges)."
"rings:Occultation_Time_Series:2        rings:data_quality_index:1            ","Attribute","data_quality_index","n/a","rings","data_quality_index provides a more precise subjective assessment by the data provider of the quality of the observed/predicted ring occultation. ","rings","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Time_Series:2        rings:data_quality_index:2             Value:0","Value","0","","","Not observable - observations at the predicted occultation event time for this ring were either not recorded (for example, the star was below the horizon) or the occultation chord did not intersect the ring."
"rings:Occultation_Time_Series:2        rings:data_quality_index:2             Value:1","Value","1","","","High-SNR profile with sharp edges matched by square-well model fit."
"rings:Occultation_Time_Series:2        rings:data_quality_index:2             Value:2","Value","2","","","Moderate-SNR profile with well-defined midtime from square-well model fit but possible systematic deviations of observed ring profile from model fit."
"rings:Occultation_Time_Series:2        rings:data_quality_index:2             Value:3","Value","3","","","Clear ring detection but less-reliable ring width and or mid-time due to noise or substantial convolution by star diameter and/or instrumental time constant."
"rings:Occultation_Time_Series:2        rings:data_quality_index:2             Value:4","Value","4","","","Unreliable detection - some hint of a ring occultation, fitted by square-well model, but ~50% chance it is just noise."
"rings:Occultation_Time_Series:2        rings:data_quality_index:2             Value:5","Value","5","","","No detection - Data were recorded at the expected location of a ring occultation, but no ring was observed, either because ring event was obscured by noise or (for the lambda ring) the optical depth of the ring at the observed longitude was below detectability, even if the overall SNR of the data is high."
"rings:Occultation_Time_Series:2        rings:data_quality_index:2             Value:6","Value","6","","","Is not an indication of data quality. Indicates the product is a profile of the entire ring system based on the equator system of the planet."
"rings:Occultation_Time_Series:2        rings:data_quality_index:2             Value:B","Value","B","","","Background is from a different occultation."
"rings:Occultation_Time_Series:2        rings:data_quality_index:2             Value:F","Value","F","","","Significant fraction of Sun is outside FOV."
"rings:Occultation_Time_Series:2        rings:data_quality_index:2             Value:R","Value","R","","","Some of the data are flagged for removal."
"rings:Occultation_Time_Series:2        rings:data_quality_index:2             Value:U","Value","U","","","Unocculted solar signal is from a different occultation."
"rings:Occultation_Time_Series:2        rings:data_quality_index:2             Value:X","Value","X","","","Observation is unusable for analysis."
"rings:Occultation_Time_Series:2        rings:ring_plane:1                    ","Attribute","ring_plane","n/a","rings","ring_plane indicates the plane upon which parameters such as ring_radius are based. Possible values for the Saturn ring system are 'Equator', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'Phoebe'. For the Uranus ring system values are 'Equator', 'six', 'five', 'four', 'alpha', 'beta', 'eta', 'gamma', 'delta', 'lambda','epsilon',nu, mu. An additional value, 'individual' is also defined. Note that the named rings of Saturn are in title case while those of Uranus are lower case, consistent with normal usage by the community. Required in labels of ring occultation observations. ","rings","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:A","Value","A","","","Parameters such as ring_radius were determined based on the plane of the A Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:B","Value","B","","","Parameters such as ring_radius were determined based on the plane of the B Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:C","Value","C","","","Parameters such as ring_radius were determined based on the plane of the C Ring."
"rings:Occultation_Time_Series:2        rings:ring_plane:2                     Value:D","Value","D","","","Parameters such as ring_radius were determined based on the plane of the D Ring."
