"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"disp:Color_Display_Settings:1        ","Class","Color_Display_Settings","1.0.0.0","disp","The Color_Display_Settings class provides guidance to data users on how to display a multi-banded Array object on a color-capable display device.","img","","","","","","","","","","",""
"geom:Distances_Start_Stop:2           geom:start_target_geocentric_distance:1","Attribute","start_target_geocentric_distance","n/a","geom","The start_target_geocentric_distance attribute provides the scalar distance between the center of the target and the center of the Earth at the beginning of the observation (geometry_start_time_utc). ","geo","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Distances_Start_Stop:2           geom:stop_target_geocentric_distance:1","Attribute","stop_target_geocentric_distance","n/a","geom","The stop_target_geocentric_distance attribute provides the scalar distance between the center of the target and the center of the Earth at the end of the observation (geometry_stop_time_utc). ","geo","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Distances_Start_Stop:2           geom:start_target_heliocentric_distance:1","Attribute","start_target_heliocentric_distance","n/a","geom","The start_target_heliocentric_distance attribute provides the scalar distance between the center of the target and the center of the Sun at the beginning of the observation (geometry_start_time_utc). ","geo","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Distances_Start_Stop:2           geom:stop_target_heliocentric_distance:1","Attribute","stop_target_heliocentric_distance","n/a","geom","The stop_target_heliocentric_distance attribute provides the scalar distance between the center of the target and the center of the Sun at the end of the observation (geometry_stop_time_utc). ","geo","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Distances_Start_Stop:2           geom:start_target_ssb_distance:1     ","Attribute","start_target_ssb_distance","n/a","geom","The start_target_ssb_distance attribute provides the scalar distance between the center of the target and the Solar System Barycenter at the beginning of the observation (geometry_start_time_utc). ","geo","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Distances_Start_Stop:2           geom:stop_target_ssb_distance:1      ","Attribute","stop_target_ssb_distance","n/a","geom","The stop_target_ssb_distance attribute provides the scalar distance between the center of the target and the Solar System Barycenter at the end of the observation (geometry_stop_time_utc). ","geo","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Entrance_Terms:1                ","Class","Entrance_Terms","1.0.0.0","geom","The Entrance_Terms contains the coefficients of a polynomial function used to model movement of the entrance pupil. ","geo","","","","","","","","","","",""
"geom:Entrance_Terms:2                 geom:c0:1                            ","Attribute","c0","n/a","geom","The first coefficient of a polynomial. ","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Entrance_Terms:2                 geom:c1:1                            ","Attribute","c1","n/a","geom","The second coefficient of a polynomial. ","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Entrance_Terms:2                 geom:c2:1                            ","Attribute","c2","n/a","geom","The third coefficient of a polynomial. ","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Expanded_Geometry:1             ","Class","Expanded_Geometry","1.0.0.0","geom","The Expanded_Geometry class provides a mechanism to reference additional geometric metadata contained in a separate object or product (e.g., a table of metadata). ","geo","","","","","","","","","","",""
"geom:Footprint_Vertices:1            ","Class","Footprint_Vertices","1.0.0.0","geom","The Footprint_Vertices class provides a set of latitude and longitude pairs which are the vertices of a polygon representing the projected footprint of the field of view on the target surface (or on a map). Note this is intended for products such as maps, or where the target fills the field of view. The vertices should be listed either in clockwise or counterclockwise order. ","geo","","","","","","","","","","",""
"geom:Frame_Identification_Base:1     ","Class","Frame_Identification_Base","1.0.0.0","geom","The Frame_Identification_Base class provides multiple attributes that can be used to identify a reference frame. At least one must be used. ","geo","","","","","","","","","","",""
"geom:Frame_Identification_Base:2      pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","TBD_steward","ASCII_Local_Identifier","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Frame_Identification_Base:2      geom:frame_spice_name:1              ","Attribute","frame_spice_name","n/a","geom","The frame_spice_name attribute is a NAIF-recognized string identifier for a reference frame associated with the data. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Frame_Identification_Base:2      pds:name:1                          ","Attribute","name","n/a","pds","The name attribute provides a word or combination of words by which the object is known.","TBD_steward","UTF8_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Frame_Identification_Base:2      pds:comment:1                       ","Attribute","comment","n/a","pds","The comment attribute is a character string expressing one or more remarks or thoughts relevant to the object.","TBD_steward","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Generic_Vectors:1               ","Class","Generic_Vectors","1.0.0.0","geom","The Generic_Vectors class is a container class for all of the build your own vector templates. ","geo","","","","","","","","","","",""
"geom:Generic_Vectors:2                pds:comment:1                       ","Attribute","comment","n/a","pds","The comment attribute is a character string expressing one or more remarks or thoughts relevant to the object.","TBD_steward","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Geometry:1                      ","Class","Geometry","1.0.0.0","geom","The Geometry class is a container for all geometric information in the label. The Image_Display_Geometry class should have one instance if the primary data object is an Array object for which two of the dimensions are suitable for display in the vertical (line) and horizontal (sample) dimensions of a display device. Multiple instances of the Image_Display_Geometry class are only appropriate if the data product contains multiple Array objects and the orientations of the various objects are not the same. ","geo","","","","","","","","","","",""
"geom:Geometry_Lander:1               ","Class","Geometry_Lander","1.0.0.0","geom","The Geometry_Lander class is a container for all geometric information in the label relating to a landed spacecraft, including rovers. ","geo","","","","","","","","","","",""
"geom:Geometry_Lander:2                geom:geometry_state:1                ","Attribute","geometry_state","n/a","geom","Specifies the state or configuration of this instance of Geometry_Lander applies. Use of this attribute enables multiple instances of Geometry_Lander, describing the geometry under different conditions. Note that it is legal for more than one instance to have the same geometry_state, in which case the local_identifier should be used to differentiate the instances, along with description. If not present, the semantics of ""Telemetry"" should be assumed. It is not required that instances be retained; a derived product may have an Adjusted instance but remove the Telemetry one, for example.","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Geometry_Lander:2                pds:description:1                   ","Attribute","description","n/a","pds","The description attribute provides a statement, picture in words, or account that describes or is otherwise relevant to the object.","TBD_steward","UTF8_Text_Preserved","0","1","Unbounded","Unbounded","1","Unbounded","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Geometry_Lander:2                pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","TBD_steward","ASCII_Local_Identifier","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Geometry_Orbiter:1              ","Class","Geometry_Orbiter","1.0.0.0","geom","The Geometry_Orbiter class is a container for geometric information (positions, velocities, orientations, etc.) relevant to orbiter or flyby spacecraft observations. If any of the contained classes or attributes have central body, and or target in the class or attribute name (e.g., spacecraft_to_central_body_distance, Vector_Planetocentric_Position_Spacecraft_To_Target), then the central body and or target must be identified in this class. If more than one geometry_reference_time_utc, target or central body need to be identified to fully describe the data, use multiple instances of the Geometry_Orbiter class. Do not use Coordinate_System at this level if more than one coordinate system is used in the contained classes. If more than one coordinate system is used, specify Coordinate_System in each of the subordinate classes where it is appropriate. ","geo","","","","","","","","","","",""
"geom:Geometry_Orbiter:2               geom:geometry_reference_time_utc:1   ","Attribute","geometry_reference_time_utc","n/a","geom","For some observations, geometric parameters are given as instantaneous values at a specific time. Another set of instantaneous parameters are the parameters which give the minimum and maximum values in the product. In some cases, these range values are all calculated for the same time. If the label includes single valued geometric parameters or min/max range parameters determined for a specific time, geometry_reference_time_utc gives the time for which these values were calculated and must be given in the label. For some instruments, particularly those with relatively large exposure durations, (e.g., push broom cameras, many imaging spectrometers), many geometric quantities are given as ranges. If those range parameters are associated with the beginning and end of the observation (start_parameter/stop_parameter), geometry_start_time_utc/stop_time must be given. Comments within the label should be used to ensure the parameter vs. time association is unambiguous. ","geo","ASCII_Date_Time_YMD_UTC","1","3","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Geometry_Orbiter:2               geom:geometry_start_time_utc:1       ","Attribute","geometry_start_time_utc","n/a","geom","The pair of geometry_start_time_utc/geometry_stop_time_utc may be given in the label for any observation. The pair is generally used for fairly long duration observations (a substantial portion of an hour to several hours). geometry_start_time_utc gives the time at the beginning of the observation. When either geometry_start_time_utc or geometry_stop_time_utc is given, both must be provided. Within the Geometry discipline, there are two options for providing geometric parameters as a range of values. A parameter may be given as a pair where the parameter values are those at the beginning and end of the observation (start_parameter, stop_parameter). If a (start_parameter, stop_parameter) pair is used for any geometric parameter, the pair (geometry_start_time_utc/geometry_stop_time_utc) must be given. Another option to provide geometric parameters as a pair is (minimum_parameter, maximum_parameter) defining a range of values where the values are the minimum and maximum values of that parameter for the entire observation. Comments within the label should be used to ensure the parameter vs. time association is unambiguous. ","geo","ASCII_Date_Time_YMD_UTC","1","3","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Geometry_Orbiter:2               geom:geometry_stop_time_utc:1        ","Attribute","geometry_stop_time_utc","n/a","geom","The pair of geometry_start_time_utc/geometry_stop_time_utc may be given in the label for any observation. The pair is generally used for fairly long duration observations (a substantial portion of an hour to several hours). geometry_stop_time_utc gives the time at the end of the observation. When either geometry_start_time_utc or geometry_stop_time_utc is given, both must be provided. Within the Geometry discipline, there are two options for providing geometric parameters as a range of values. A parameter may be given as a pair where the parameter values are those at the beginning and end of the observation (start_parameter, stop_parameter). If a (start_parameter, stop_parameter) pair is used for any geometric parameter, the pair (geometry_start_time_utc/geometry_stop_time_utc) must be given. Another option to provide geometric parameters as a pair is (minimum_parameter, maximum_parameter) defining a range of values where the values are the minimum and maximum values of that parameter for the entire observation. Comments within the label should be used to ensure the parameter vs. time association is unambiguous. ","geo","ASCII_Date_Time_YMD_UTC","1","3","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Geometry_Orbiter:2               geom:geometry_reference_time_tdb:1   ","Attribute","geometry_reference_time_tdb","n/a","geom","The geometry reference time given in the 'Barycentric Dynamical Time' system, as a number of elapsed seconds since the J2000 epoch. This is consistent with the definition of 'ephemeris time' as used in the SPICE toolkit. The value must correspond to the time specified in the geometry_reference_time_utc attribute. ","geo","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"geom:Geometry_Target_Identification:1","Class","Geometry_Target_Identification","1.0.0.0","geom","The object to which the associated set of geometric parameters are given. Within the Geometry dictionary context, a "Target" is the body on the "to" end of a vector, or other translation through space. ","geo","","","","","","","","","","",""
"geom:Geometry_Target_Identification:2 pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","TBD_steward","ASCII_Local_Identifier","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Geometry_Target_Identification:2 geom:body_spice_name:1               ","Attribute","body_spice_name","n/a","geom","The body_spice_name attribute is a NAIF-recognized string identifier for a physical object (spacecraft, planet, instrument transmitter, system barycenter, etc.), associated with the data. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Geometry_Target_Identification:2 pds:name:1                          ","Attribute","name","n/a","pds","The name attribute provides a word or combination of words by which the object is known.","TBD_steward","UTF8_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Illumination_Geometry:1         ","Class","Illumination_Geometry","1.0.0.0","geom","The Illumination_Geometry class is a container for illumination geometry classes.","geo","","","","","","","","","","",""
"geom:Illumination_Geometry:2          pds:comment:1                       ","Attribute","comment","n/a","pds","The comment attribute is a character string expressing one or more remarks or thoughts relevant to the object.","TBD_steward","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"geom:Illumination_Min_Max:1          ","Class","Illumination_Min_Max","1.0.0.0","geom","The Illumination_Min_Max class contains attributes providing illumination parameters as minimum/maximum pairs. For any given illumination parameter if one of minimum or maximum is given, both must be given. If a target is specified using the Geometry_Target_Identification class in the Orbiter_Identification class under the same parent Geometry_Orbiter class, the min-max pairs for each illumination parameter provide the range of that parameter in the observation on that target. Otherwise the pair provides the range for the entire field of view. ","geo","","","","","","","","","","",""
"geom:Illumination_Min_Max:2           geom:minimum_emission_angle:1        ","Attribute","minimum_emission_angle","n/a","geom","The minimum_emission_angle attribute provides the smallest value during the observation for the emission angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:maximum_emission_angle:1        ","Attribute","maximum_emission_angle","n/a","geom","The maximum_emission_angle element provides the largest value during the observation for the emission angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:minimum_incidence_angle:1       ","Attribute","minimum_incidence_angle","n/a","geom","The minimum_incidence_angle attribute provides the smallest value during the observation for the incidence angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:maximum_incidence_angle:1       ","Attribute","maximum_incidence_angle","n/a","geom","The maximum_incidence_angle element provides the largest value during the observation for the incidence angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:minimum_phase_angle:1           ","Attribute","minimum_phase_angle","n/a","geom","The minimum_phase_angle attribute provides the smallest value during the observation for the phase angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:maximum_phase_angle:1           ","Attribute","maximum_phase_angle","n/a","geom","The maximum_phase_angle element provides the largest value during the observation for the phase angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:minimum_solar_elongation:1      ","Attribute","minimum_solar_elongation","n/a","geom","The minimum_solar_elongation attribute provides the smallest value during the observation for the solar elongation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Min_Max:2           geom:maximum_solar_elongation:1      ","Attribute","maximum_solar_elongation","n/a","geom","The maximum_solar_elongation element provides the largest value during the observation for the solar elongation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Specific:1         ","Class","Illumination_Specific","1.0.0.0","geom","The Illumination_Specific class contains attributes providing illumination parameters at a single location in the field of view. That location is specified by using one, and only one of reference_location, reference_pixel_location, or Reference_Pixel, If reference_location is used, and indicates a point on a target, the target must be the one specified using Geometry_Target_Identification in the parent Geometry_Orbiter class. The provided value for each illumination attribute must correspond to the time given by geometry_reference_time_utc. ","geo","","","","","","","","","","",""
"geom:Illumination_Specific:2          geom:reference_location:1            ","Attribute","reference_location","n/a","geom","The reference_location indicates the position to which values in the containing class apply. If the reference location is on a target, the target is the one specified in the parent Geometry_Orbiter class. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Illumination_Specific:2          geom:reference_location:2             Value:Boresight Intercept ","Value","Boresight Intercept Point","","","Values were determined for the point where the boresight vector intersects the designated target. "
"geom:Illumination_Specific:2          geom:reference_location:2             Value:Constant","Value","Constant","","","Constant is used when the pixel scale does not vary, e.g., for telecentric lenses, maps, or cameras that look at constant, fixed targets, such as microscope stages. "
"geom:Illumination_Specific:2          geom:reference_location:2             Value:Subspacecraft Point","Value","Subspacecraft Point","","","Values were determined for the subspacecraft point on the designated target. "
"geom:Illumination_Specific:2          geom:reference_location:2             Value:Target Center","Value","Target Center","","","Values were determined for the center of the designated target. "
"geom:Illumination_Specific:2          geom:reference_pixel_location:1      ","Attribute","reference_pixel_location","n/a","geom","The reference_pixel_location indicates the position of the pixel to which values in the containing class apply. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Illumination_Specific:2          geom:reference_pixel_location:2       Value:Center","Value","Center","","","Values were determined for the intersection of a vector through the center of the field of view with the specified target. "
"geom:Illumination_Specific:2          geom:reference_pixel_location:2       Value:Lower Left Corner","Value","Lower Left Corner","","","Values were determined for the intersection of a vector through the lower left corner of the field of view with the specified target. "
"geom:Illumination_Specific:2          geom:reference_pixel_location:2       Value:Lower Right Corner","Value","Lower Right Corner","","","Values were determined for the intersection of a vector through the lower right corner of the field of view with the specified target. "
"geom:Illumination_Specific:2          geom:reference_pixel_location:2       Value:Upper Left Corner","Value","Upper Left Corner","","","Values were determined for the intersection of a vector through the upper left corner of the field of view with the specified target. "
"geom:Illumination_Specific:2          geom:reference_pixel_location:2       Value:Upper Right Corner","Value","Upper Right Corner","","","Values were determined for the intersection of a vector through the upper right corner of the field of view with the specified target. "
"geom:Illumination_Specific:2          geom:emission_angle:1                ","Attribute","emission_angle","n/a","geom","The emission_angle element provides the value of the angle between the surface normal vector at the intercept point and a vector from the intercept point to the spacecraft. The emission_angle varies from 0 degrees when the spacecraft is viewing the subspacecraft point (nadir viewing) to 90 degrees when the intercept is tangent to the surface of the target body. Thus, higher values of emission_angle indicate more oblique viewing of the target. For ring data, values in the range of 90 to 180 degrees indicate viewing on the unlit side from oblique or edge-on at 90 degrees to the unlit nadir at 180 degrees. ","geo","ASCII_Real","1","4","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Specific:2          geom:incidence_angle:1               ","Attribute","incidence_angle","n/a","geom","The incidence_angle element provides a measure of the lighting condition at the intercept point. Incidence angle is the angle between the local vertical at the intercept point (surface) and a vector from the intercept point to the sun. The incidence_angle varies from 0 degrees when the intercept point coincides with the subsolar point to 90 degrees when the intercept point is at the terminator (i.e., in the shadowed or dark portion of the target body). ","geo","ASCII_Real","1","4","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Specific:2          geom:phase_angle:1                   ","Attribute","phase_angle","n/a","geom","The phase_angle element provides a measure of the relationship between the instrument viewing position and incident illumination (such as solar light). Phase angle is measured at the target; it is the angle between a vector to the illumination source and a vector to the instrument. If illumination is from behind the instrument, phase_angle will be small. ","geo","ASCII_Real","1","4","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Specific:2          geom:solar_elongation:1              ","Attribute","solar_elongation","n/a","geom","The solar_elongation element gives the angle between the line of sight of observation and the direction of the Sun. Note: For IRAS: The line of sight of observation is the boresight of the telescope as measured by the satellite sun sensor. ","geo","ASCII_Real","1","4","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:1       ","Class","Illumination_Start_Stop","1.0.0.0","geom","The Illumination_Start_Stop class contains attributes providing illumination parameters as pairs corresponding to the beginning and end of the observation. If either the start or stop parameter is given, both must be provided. If any values from this class are included in the label, the parameters geometry_start_time_utc and geometry_stop_time_utc must be given in the enclosing Geometry_Orbiter class. If a target is specified using the Geometry_Target_Identification class in the Orbiter_Identification class under the parent Geometry_Orbiter class, the start-stop pairs for each illumination parameter provide the range of that parameter in the observation on that target. Otherwise the pair provides the range for the entire field of view. ","geo","","","","","","","","","","",""
"geom:Illumination_Start_Stop:2        geom:start_emission_angle:1          ","Attribute","start_emission_angle","n/a","geom","The start_emission_angle attribute provides the value at the beginning of the observation (geometry_start_time_utc) for the emission angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:stop_emission_angle:1           ","Attribute","stop_emission_angle","n/a","geom","The stop_emission_angle attribute provides the value at the end of the observation (geometry_stop_time_utc) for the emission angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:start_incidence_angle:1         ","Attribute","start_incidence_angle","n/a","geom","The start_incidence_angle attribute provides the value at the beginning of the observation (geometry_start_time_utc) for the incidence angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:stop_incidence_angle:1          ","Attribute","stop_incidence_angle","n/a","geom","The stop_incidence_angle attribute provides the value at the end of the observation (geometry_stop_time_utc) for the incidence angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:start_phase_angle:1             ","Attribute","start_phase_angle","n/a","geom","The start_phase_angle attribute provides the value at the beginning of the observation (geometry_start_time_utc) for the phase angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:stop_phase_angle:1              ","Attribute","stop_phase_angle","n/a","geom","The stop_phase_angle attribute provides the value at the end of the observation (geometry_stop_time_utc) for the phase angle at the target specified in the parent Geometry_Orbiter class. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:start_solar_elongation:1        ","Attribute","start_solar_elongation","n/a","geom","The start_solar_elongation attribute provides the value at the beginning of the observation (geometry_start_time_utc) for the solar elongation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Illumination_Start_Stop:2        geom:stop_solar_elongation:1         ","Attribute","stop_solar_elongation","n/a","geom","The stop_solar_elongation attribute provides the value at the end of the observation (geometry_stop_time_utc) for the solar elongation. ","geo","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Image_Display_Geometry:1        ","Class","Image_Display_Geometry","1.0.0.0","geom","Image_Display_Geometry class provides an unambiguous description of the orientation of the image contents. This class assumes an image is displayed as described by a disp:Display_Direction class elsewhere in the label. In the unusual case where an image object does not have an associated disp:Display_Direction class, then, and only then, the optionalgeom:Display_Direction class in this class should be present. Coupled with the information in the associated Display_Direction class, any one of the Object_Orientation_* classes should allow unambiguous orientation of the contents of the image. The Local_Internal_Reference class is used to identify the object to which this instance of the Image_Display_Geometry class applies, and must be used if there is more than one instance of Image_Display_Geometry in the label. The appropriate value for local_reference_type is image_display_to_object. The Object_Orientation_North_East class is typically used for instruments for which the entire field of view is a portion of the target surface (e.g., instruments on Mars orbital spacecraft); otherwise use Object_Orientation_RA_Dec (e.g., flyby missions, missions with orbit radii much larger than the target radius such as Voyager or Cassini). At least one of these must be used. The two *_Identification classes used here are Central_Body (e.g., Saturn if you are using Planetocentric or planetographic coordinates in the Saturn system) and Target when the described object in the FoV is not the Central_Body. For example giving the orientation of the pole of Enceladus in Saturn Planetocentric coordinates, Central_Body = Saturn, Target = Enceladus. Bottom line: put in enough information so someone else can figure out the orientation of the field of view. We also offer an option to provide the pointing information as a quaternion. ","geo","","","","","","","","","","",""
"geom:Interpolation:1                 ","Class","Interpolation","1.0.0.0","geom","The Interpolation class defines how the camera model was interpolated from the calibration models. Interpolation is used to create models in a variable space (e.g., focus, zoom) between points at which calibration was performed. If more than one dimension of variables were interpolated, multiple Interpolation objects can exist, with interpolation_sequence defining the order. ","geo","","","","","","","","","","",""
"geom:Interpolation:2                  geom:interpolation_algorithm:1       ","Attribute","interpolation_algorithm","n/a","geom","The interpolation_algorithm defines how interpolation was performed. For example, ""Piecewise Bilinear"" does a piecewise bilinear interpolation between calibration models nearest to the interpolation_value. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Interpolation:2                  geom:interpolation_variable:1        ","Attribute","interpolation_variable","n/a","geom","The interpolation_variable defines the parameter across which interpolation is being performed. Examples of variables include Focus, Zoom, and Temperature. ","geo","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Interpolation:2                  geom:interpolation_value:1           ","Attribute","interpolation_value","n/a","geom","The interpolation_value specifies the value of the variable to which the model was interpolated. The interpretation of the value depends on what the variable is and should be documented in the mission documentation. ","geo","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Interpolation:2                  geom:interpolation_sequence:1        ","Attribute","interpolation_sequence","n/a","geom","When more than one dimension is interpolated, interpolation_sequence define the ordering. Sequence value 1 was interpolated first, directly from calibration; sequence value 2 was interpolated from those results, etc. ","geo","ASCII_Integer","0","1","0","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"geom:List_Index_Angle:1              ","Class","List_Index_Angle","1.0.0.0","geom","Used when the list values are angles. ","geo","","","","","","","","","","",""
"geom:List_Index_Angle:2               geom:index_value_angle:1             ","Attribute","index_value_angle","n/a","geom","The index_value_angle attribute provides the value of an angle as named by the associated index_id, index_name, or index_sequence_number. ","geo","ASCII_Real","0","*","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:List_Index_Angle:2               geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
